Latitude,Longitude,CrimeGroup_Name
13.053783,77.542399, CYBER CRIME
16.021092,75.084408,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.682299,77.151103,KARNATAKA POLICE ACT 1963
12.215513,76.907809,MOTOR VEHICLE ACCIDENTS FATAL
12.869174,74.864215,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.604716,76.65857,KARNATAKA POLICE ACT 1963
12.898549,76.394361,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.00168,77.49736,CRIMINAL TRESPASS
16.454406,74.856384,MOLESTATION
17.177947,75.952018,MISSING PERSON
12.79422,77.432293,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.264523,75.456985,MISSING PERSON
12.613023,77.22982,KARNATAKA POLICE ACT 1963
13.046188,76.743405,BURGLARY - NIGHT
13.2487,77.564825,MOTOR VEHICLE ACCIDENTS FATAL
15.989729,76.199735,ATTEMPT TO MURDER
12.88637201,77.60519066,THEFT
13.136637,75.638348,Karnataka State Local Act
12.93819241,77.57643118,THEFT
13.021276,75.124027,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.304691,76.710521,MOTOR VEHICLE ACCIDENTS FATAL
12.149721,75.899197,KARNATAKA POLICE ACT 1963
13.638186,74.778878,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.953383,77.704636,THEFT
13.075915,77.365901,Karnataka State Local Act
12.966187,77.640569,INSULTING MODESTY OF WOMEN (EVE TEASING)
12.794254,77.719781,THEFT
12.926601,77.539257,MISSING PERSON
77.5281429,13.07847576,CRIMINAL INTIMIDATION
13.491038,75.069337,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.83852,77.61043,MOTOR VEHICLE ACCIDENTS NON-FATAL
77.57327434,12.90154455,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.042426,77.542399, CYBER CRIME
13.029243,77.609905,DACOITY
13.743296,76.909769,KARNATAKA POLICE ACT 1963
15.188191,75.499619,KARNATAKA POLICE ACT 1963
17.369408,76.695723,RIOTS
13.438269,77.1149669,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.9545070163708,77.5407589798793,MISSING PERSON
15.795441,75.208997,MOTOR VEHICLE ACCIDENTS NON-FATAL
17.348165,76.806145,KARNATAKA POLICE ACT 1963
12.123456,76.123456,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.926314,777.579646,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
14.119618,75.525275,CASES OF HURT
12.966674,77.475644,MISSING PERSON
13.247434,77.116029,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.330455,74.767361,KARNATAKA POLICE ACT 1963
12.925514,77.5175,MISSING PERSON
12.301231,76.693603,ROBBERY
13.411797,77.743208,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.284171,75.758915,MISSING PERSON
18.247639,77.1772769,THEFT
12.862053,74.824022,ATTEMPT TO MURDER
13.728258,75.957546,CASES OF HURT
14.8772,74.992984,THEFT
12.332948,76.866509,EXPLOSIVES
15.343304,75.137372,Karnataka State Local Act
12.161877,77.110987,BURGLARY - NIGHT
13.050589,77.571775, CYBER CRIME
14.097757,77.280086,CHEATING
13.01037,77.70276,KIDNAPPING AND ABDUCTION
12.31148,76.651206,CASES OF HURT
13.242284,75.374035,MISSING PERSON
16.432684,74.950795,MOTOR VEHICLE ACCIDENTS FATAL
15.853719,75.332406,Karnataka State Local Act
16.396539,74.432821,Karnataka State Local Act
12.351681,76.594852,CHEATING
15.440804,74.932821,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.338208,76.131658,THEFT
13.716936,77.34126,MURDER
13.594744,75.964919,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.882648,77.788774,MISSING PERSON
13.375458,77.112359,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.296401,77.906233,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
12.885644,77.573826,POCSO
16.549463,74.800637,CHEATING
15.866319,74.524668,KARNATAKA POLICE ACT 1963
14.0669,75.048211,THEFT
13.04690358,77.50138682,PUBLIC SAFETY
12.349197,76.589643,BURGLARY - NIGHT
13.470936,77.047598,CASES OF HURT
13.00154,77.70265,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
13.00854,77.758491,MOTOR VEHICLE ACCIDENTS FATAL
13.49142,77.609452,MOTOR VEHICLE ACCIDENTS FATAL
11.874086,77.025324,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.726656,75.060199,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.97085929,77.60095014,THEFT
13.736807,76.893791,ROBBERY
16.819048,75.728858,MOLESTATION
13.515018,74.706749,PUBLIC SAFETY
13.396724,77.097455,CRIMES RELATED TO WOMEN
12.90228,77.429003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER
17.176078,75.941249,CASES OF HURT
12.32396,76.627114,IMMORAL TRAFFIC
14.213354,76.361308,MISSING PERSON
12.940358,77.594682,THEFT
17.254698,75.802331,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
77.5439924,12.90711393,THEFT
16.567048,74.817353,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.028883,77.540109,PUBLIC SAFETY
13.290372,75.74071,CASES OF HURT
16.269883,77.434605,MOLESTATION
12.708844,77.703848,BURGLARY - NIGHT
15.120416,75.364721,KARNATAKA POLICE ACT 1963
17.77152,77.12554,KARNATAKA POLICE ACT 1963
13.92723,75.548905,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS"
16.928501,75.379996,RAPE
15.350149,75.149918,THEFT
13.210102,77.589923,CRIMINAL INTIMIDATION
16.65947,77.239211,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
14.005986,74.605511,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.33744,76.607278,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.011561,77.613313,CASES OF HURT
15.457074,76.639704,POCSO
13.053706,77.558682, CYBER CRIME
14.181485,74.487446,CASES OF HURT
15.37127,75.16019,MURDER
13.01293471,77.61034728,MURDER
15.606284,76.817446,PUBLIC SAFETY
12.601505,76.425638,MOLESTATION
15.440574,76.527446,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.841385,75.708362,CASES OF HURT
17.940021,77.5236769,THEFT
12.33443,76.67681,ARMS ACT  1959
15.851254,75.124541,THEFT
14.065619,75.12071,CHEATING
13.730821,75.960457,MISSING PERSON
15.977412,77.250621,THEFT
16.921899,76.235445,KARNATAKA POLICE ACT 1963
13.032999,77.8214,BURGLARY - NIGHT
13.507502,76.571814,KIDNAPPING AND ABDUCTION
13.012694,77.532506,ROBBERY
16.245697,74.574911,NEGLIGENT ACT
13.149864,76.141479,MISSING PERSON
12.95435,77.569,RIOTS
13.349425,74.858471,CRUELTY BY HUSBAND
12.830228,75.125891,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.823594,75.734958,PUBLIC SAFETY
13.106385,76.921015,MOLESTATION
14.165625,75.022191,RIOTS
13.036597,77.737068,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.575222,75.182222,MOLESTATION
16.174791,74.628268,KARNATAKA POLICE ACT 1963
13.235636,77.236536,THEFT
77.60796934,12.97487073,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS"
14.031628,74.527261,MISSING PERSON
12.811856,75.021707,MOLESTATION
15.122981,75.364192,KARNATAKA POLICE ACT 1963
16.15817,74.820479,MISSING PERSON
13.050883,74.825896,KARNATAKA POLICE ACT 1963
13.03253,77.714789,MISSING PERSON
12.97447601,77.5771997,Karnataka State Local Act
13.308673,75.808821,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.967938,78.253023, CYBER CRIME
12.68129,77.47005,KIDNAPPING AND ABDUCTION
15.39702,75.00441,MOTOR VEHICLE ACCIDENTS NON-FATAL
35.84767,86.40056,THEFT
12.90471042,77.54488816,PUBLIC SAFETY
12.96654,77.5482,THEFT
16.652883,75.810961,KIDNAPPING AND ABDUCTION
15.146948,76.952002,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
17.334353,76.835887,PUBLIC SAFETY
15.714287,75.31025,DEATHS DUE TO RASHNESS/NEGLIGENCE
13.379379,74.899234,MOTOR VEHICLE ACCIDENTS FATAL
12.973682,77.612542,CHEATING
13.613611,77.656262,CHEATING
16.187547,74.846387,ATTEMPT TO MURDER
12.98633,77.59535,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS"
16.172535,75.655721,CrPC
16.308858,74.869159,MOTOR VEHICLE ACCIDENTS FATAL
13.292353,77.7497119,MOLESTATION
15.893781,74.517963,MURDER
16.698368,76.844716,THEFT
12.943172,77.53406,THEFT
13.445946,76.075567,MOTOR VEHICLE ACCIDENTS FATAL
12.212999,75.793961,MOLESTATION
13.186262,77.098267,KIDNAPPING AND ABDUCTION
13.032104,77.53417,NEGLIGENT ACT
14.614074,74.834823,RAPE
13.391382,77.860574,CASES OF HURT
15.697949,75.494987,ATTEMPT TO MURDER
17.328865,76.813079,THEFT
14.242801,75.589471,KARNATAKA POLICE ACT 1963
15.695201,74.618663,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.91112,77.539177,CASES OF HURT
16.317739,76.505586,MOLESTATION
15.219618,75.878412,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
12.965705,77.583571,MISSING PERSON
13.213271,78.437737,CRIMINAL TRESPASS
12.971268,77.694878,THEFT
13.01920204,77.53698594,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER
16.823738,75.719153,KARNATAKA POLICE ACT 1963
13.555615,74.740948,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
13.125728,77.904333,FOREST
12.95737,77.61909,CASES OF HURT
12.887751,74.846285,IMMORAL TRAFFIC
12.95931339,77.6602206,THEFT
12.161507,76.427022,ATTEMPT TO MURDER
13.396705,78.050339,CRIMINAL INTIMIDATION
13.337224,75.803457,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.892066,77.625822,CHEATING
17.830824,77.175948,KARNATAKA POLICE ACT 1963
15.718031,74.937972,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.573579,74.30186,KARNATAKA POLICE ACT 1963
14.818121,75.531837,CASES OF HURT
12.384026,77.2456,RIOTS
12.317503,76.683082,CRIMES RELATED TO WOMEN
12.850147,77.583795,MOTOR VEHICLE ACCIDENTS FATAL
15.473092,76.000707,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.01037,77.70276,BURGLARY - DAY
16.86528,75.752227,POCSO
77.5521902844626,12.8959480085545,KIDNAPPING AND ABDUCTION
13.01558568,77.60972093,Karnataka State Local Act
13.767034,76.852274,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.363561,75.10662, CYBER CRIME
12.173734,75.775538,MOTOR VEHICLE ACCIDENTS FATAL
13.145635,77.365425,MOLESTATION
17.342691,76.819916,KARNATAKA POLICE ACT 1963
15.874633,74.512933,THEFT
13.055739,77.558682, CYBER CRIME
17.916026,77.514597,THEFT
12.306408,76.643747,MOTOR VEHICLE ACCIDENTS NON-FATAL
11.927616,76.949297,MOTOR VEHICLE ACCIDENTS FATAL
15.340214,75.138462, CYBER CRIME
13.632359,76.936164,KARNATAKA POLICE ACT 1963
17.357592,75.777378,Karnataka State Local Act
16.828647,76.681516,RIOTS
15.447449,76.546495,CRUELTY BY HUSBAND
13.011452144,77.6845245214,DACOITY
16.415157,76.929396,MOLESTATION
12.965839,77.568428,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS"
13.356935,75.688106,POCSO
17.68125,77.176689,MOTOR VEHICLE ACCIDENTS FATAL
16.294671,77.339568,THEFT
13.58933,75.316303,Karnataka State Local Act
15.795807,74.518359,MOTOR VEHICLE ACCIDENTS FATAL
12.94981892,77.62555245,MISSING PERSON
13.01579,77.572649,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
13.388179,77.8684589,Karnataka State Local Act
16.541487,74.968104, REPRESENTATION OF PEOPLE ACT 1951 & 1988
15.872119,74.532735,MISSING PERSON
12.907533,77.559703,MISSING PERSON
13.399687,75.253514,BURGLARY - DAY
14.309886,75.994183,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.344114,77.047513,KIDNAPPING AND ABDUCTION
13.76043,75.910984,CASES OF HURT
17.321899,75.862028,KARNATAKA POLICE ACT 1963
13.787629,77.399634,CASES OF HURT
12.96889,77.531934,CASES OF HURT
12.999065,77.5782229,PORNOGRAPHY
12.973,77.6278,Karnataka State Local Act
17.443895,77.501891,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.270903,74.463095,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
12.946271,77.59719,PUBLIC SAFETY
13.5466801,77.0125487,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
13.309176,75.770772,PUBLIC SAFETY
12.91374088,77.56459532,THEFT
17.012128,76.452437,BURGLARY - NIGHT
13.613126,76.53506,MISSING PERSON
14.376131,76.106994,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.94088,77.58514,ROBBERY
15.1854,74.971064,ATTEMPT TO MURDER
13.075682,77.558604,THEFT
15.882618,76.048426,THEFT
15.111398,75.414577,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.355736,74.697422,THEFT
15.420431,76.130097,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.976923,77.727166,MISSING PERSON
13.350137,74.79712,MOLESTATION
77.62822186,12.9648597,MISSING PERSON
15.522025,76.132056,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.661488,76.857686,COMMUNAL / RELIGION   
17.366177,76.825208,CASES OF HURT
15.336863,75.136724,KARNATAKA POLICE ACT 1963
77.60188573745539,12.9633808092787, CYBER CRIME
13.098997,77.392179,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
17.34497,76.838067,RIOTS
15.93973,74.528184,KARNATAKA POLICE ACT 1963
15.348704,76.250564,Karnataka State Local Act
17.912218,77.522443,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.894145,74.55708,ATTEMPT TO MURDER
77.5563552,12.88255509,KIDNAPPING AND ABDUCTION
13.014102,77.56584,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.090808,74.85321,CHEATING
17.899255,77.077332,CASES OF HURT
12.919196,77.725681,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
13.047381,77.752225,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.061298,74.968947,MISSING PERSON
15.803822,74.387967,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.984978,77.759472, CYBER CRIME
16.865312,77.389217,MISSING PERSON
15.442334,75.646561,KIDNAPPING AND ABDUCTION
12.982458,77.678372,THEFT
13.061386,77.686583,BURGLARY - NIGHT
77.57481329,12.97548695,KARNATAKA POLICE ACT 1963
15.968484,75.022238,MISSING PERSON
17.336528,76.767954,MISSING PERSON
16.827512,76.144688,KARNATAKA POLICE ACT 1963
14.81373,74.128613,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.781343,74.620168,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.277844,74.764628,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.93489,77.841492,MOTOR VEHICLE ACCIDENTS FATAL
15.35069,76.185229,CRIMINAL BREACH OF TRUST
16.140976,77.391161,MOTOR VEHICLE ACCIDENTS FATAL
13.37321,77.327364,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.003157,77.938654,CRIMINAL BREACH OF TRUST
13.00178,77.5494,CRIMES RELATED TO WOMEN
17.240861,75.896313,CONSUMER
17.322245,75.858798,KARNATAKA POLICE ACT 1963
13.607449,76.247723,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.778892,77.810232,Karnataka State Local Act
16.394205,75.266614,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
16.756452,77.135757,RIOTS
15.895868,74.501869,DACOITY
12.532422,77.352551,BURGLARY - NIGHT
77.57832791,12.96597256,THEFT
13.0010084,77.5712842,CHEATING
77.5088207,13.0197212,EXPOSURE AND ABANDONMENT OF CHILD
12.988005,77.820574,THEFT
13.332401,77.550443,MISSING PERSON
12.943249,78.274369,DEATHS DUE TO RASHNESS/NEGLIGENCE
12.63275,75.74042,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
13.424826,77.073083,MOTOR VEHICLE ACCIDENTS FATAL
12.97518,77.52946,CHEATING
13.386233,77.11747,KARNATAKA POLICE ACT 1963
16.007477,76.721658,UNNATURAL SEX 
12.694521,77.699597,Attempting to commit offences
12.94813,77.56075,CASES OF HURT
15.879683,74.516159,CHEATING
12.982961,77.451009,Karnataka State Local Act
12.763962,75.198438,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.581322,75.955167,NEGLIGENT ACT
13.062312,77.626259,KARNATAKA POLICE ACT 1963
77.52496875,13.071944,CRUELTY BY HUSBAND
14.235929,75.288721,POCSO
12.875929,77.6033499,KIDNAPPING AND ABDUCTION
13.249062,75.659708,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
12.82489,75.437987,MOTOR VEHICLE ACCIDENTS NON-FATAL
1.305638,7.7323192,NEGLIGENT ACT
15.50179,76.012145,KARNATAKA POLICE ACT 1963
12.891125,77.712177,THEFT
13.0283461637904,77.6333398347334,THEFT
12.787622,77.738356,MOTOR VEHICLE ACCIDENTS FATAL
15.083932,74.982589,KARNATAKA POLICE ACT 1963
13.858348,76.811886,MISSING PERSON
12.960428,77.721876,THEFT
13.370913,74.843379,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
13.031291,75.318204,KARNATAKA POLICE ACT 1963
14.4485,75.925828,CRIMES RELATED TO WOMEN
14.134567,75.202337,MISSING PERSON
12.990893,76.1136,MOTOR VEHICLE ACCIDENTS FATAL
16.172535,75.655721,THEFT
16.20223,77.334556,CRUELTY BY HUSBAND
15.521565,74.913359,Karnataka State Local Act
13.144454,76.36229,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.799944,75.717501,MOTOR VEHICLE ACCIDENTS FATAL
16.107485,77.308287,THEFT
13.537953,75.992045,THEFT
12.785889,75.860254,RIOTS
13.308871,74.739439,CRUELTY BY HUSBAND
13.018046,77.710375,THEFT
16.109806,74.517832,THEFT
12.92246955,77.55308643,ROBBERY
15.639219,74.508877,KARNATAKA POLICE ACT 1963
12.269271,77.168952,MOLESTATION
15.281376,76.328568,Karnataka State Local Act
13.08271579,77.5591522,THEFT
13.016825,77.62782,CASES OF HURT
14.474372,75.9194209,Karnataka State Local Act
13.0269776,77.5891145,KIDNAPPING AND ABDUCTION
13.040797,77.02182,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.17618,76.48649,MISSING PERSON
12.973416,77.6261199,THEFT
12.97057,77.5561,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
15.765672,75.113447,SCHEDULED CASTE AND THE SCHEDULED TRIBES 
12.894388,77.861318,ELECTION
77.658049,12.978809, CYBER CRIME
17.358581,76.803535,CHEATING
15.583629,74.759211,MOLESTATION
12.594719,75.334548,MOTOR VEHICLE ACCIDENTS FATAL
12.99895,77.98656,EXPLOSIVES
12.926085,77.518463,CASES OF HURT
12.985748,77.691176,MOTOR VEHICLE ACCIDENTS FATAL
12.949538,77.536497,THEFT
15.717055,75.380269,CRUELTY BY HUSBAND
12.9280339,77.5650369,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.957159,77.569569,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.113556,75.21217,MISSING PERSON
15.52772,76.636845,CASES OF HURT
13.716711,74.691088,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.667822,74.820115,RIOTS
13.014492,77.523349,CONSUMER
12.9849851017786,77.5578334475782,Karnataka State Local Act
13.049437,77.59604,CASES OF HURT
17.346311,76.824304,THEFT
12.952,77.7209,MISSING PERSON
15.346702,75.136768,AFFRAY
15.95785,76.6602889,MOLESTATION
12.997298,77.580509,CASES OF HURT
13.060986,77.46113,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.609597,75.838069,KARNATAKA POLICE ACT 1963
16.003259,76.426971,MOTOR VEHICLE ACCIDENTS FATAL
13.440312,74.737966,MISSING PERSON
13.00064,77.676592,THEFT
14.475838,75.233319,MOLESTATION
13.004091,77.589729,THEFT
13.438382,77.0192809,MISSING PERSON
12.89394,77.629252,MISSING PERSON
12.972277,77.5711755,PUBLIC SAFETY
11.831889,76.800113,MOTOR VEHICLE ACCIDENTS NON-FATAL
18.337337,77.304176,Karnataka State Local Act
14.234288,77.0387889,THEFT
13.299355,75.768068,MOTOR VEHICLE ACCIDENTS NON-FATAL
77.58395811,12.95736112,BURGLARY - NIGHT
14.153519,75.055179,ATTEMPT TO MURDER
13.401476,77.8617309,RIOTS
14.456991,75.394898,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.777713,77.770494,CHEATING
15.576166,74.741191,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.824639,77.684888,MISSING PERSON
17.345941,75.674467,Karnataka State Local Act
13.01037,77.70276,ROBBERY
17.77421,77.125471,KARNATAKA POLICE ACT 1963
18.356517,77.393044,SUICIDE
14.429296,74.420042,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.459649,75.921138,Karnataka State Local Act
14.167902,75.023341,CRIMINAL INTIMIDATION
12.896628,77.613308,CRIMINAL BREACH OF TRUST
13.0214452144,77.69645245214,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim)
12.958031,77.326002,MISSING PERSON
12.83599,77.67883,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN
14.078841,77.197748,KARNATAKA POLICE ACT 1963
14.462057,75.93377,THEFT
16.88377,75.661129,Karnataka State Local Act
15.339141,75.143045,ATTEMPT TO MURDER
17.63962,76.744526,KARNATAKA POLICE ACT 1963
12.95232,77.575132,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS"
16.174223,75.659269,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS"
15.986717,75.137303,THEFT
16.141408,75.372019,MISSING PERSON
17.543622,77.494395,ATTEMPT TO MURDER
13.283375,77.1562019,BURGLARY - NIGHT
16.928148,75.624101,CASES OF HURT
13.024247,77.022505,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.001077,77.573316,THEFT
12.716803,77.7370939,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.958506,77.847229,KIDNAPPING AND ABDUCTION
17.178418,76.7945689,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.609285,74.893911,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.977483,75.990356,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.742415,75.066917,MOTOR VEHICLE ACCIDENTS FATAL
15.89021,74.553966,MOTOR VEHICLE ACCIDENTS FATAL
13.458678,74.844619,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.044956,77.752569,POCSO
12.755245,75.965422,CASES OF HURT
12.902449,74.86019,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.127279,77.366673,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.834293,75.719599,ATTEMPT TO MURDER
13.985115,74.528895,KARNATAKA POLICE ACT 1963
13.025708,77.52052,PUBLIC SAFETY
12.30293,76.65632,CHEATING
13.345121,77.103131,KARNATAKA POLICE ACT 1963
16.371775,77.336011,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.625718,76.944531,MOTOR VEHICLE ACCIDENTS NON-FATAL
16.829731,76.812552,MISSING PERSON
12.882229,77.7524319,MISSING PERSON
14.094611,74.488581,MOTOR VEHICLE ACCIDENTS FATAL
12.938494,77.77912,KARNATAKA POLICE ACT 1963
15.614415,74.610687,POCSO
16.504684,75.296283,ATTEMPT TO MURDER
13.0363567082167,77.4985022853335,BURGLARY - NIGHT
13.048648,77.645404,MOTOR VEHICLE ACCIDENTS FATAL
13.0242132,77.69302073,CrPC
14.444451,75.891685,MOTOR VEHICLE ACCIDENTS FATAL
13.996858,77.369646,CASES OF HURT
15.183876,74.967042,THEFT
13.813787,74.871489,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.819425,74.141175, CYBER CRIME
13.709566,75.814066,CRIMINAL INTIMIDATION
8.527,69.0,THEFT
15.464084,74.999394,PUBLIC SAFETY
13.989054,75.686163,KARNATAKA POLICE ACT 1963
13.239883,76.592403,MOLESTATION
14.468864,75.918561,MISSING PERSON
12.123458,75.123456,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.895491,76.080431,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.333838,75.38935,CASES OF HURT
16.172535,75.655721,CrPC
13.143963,78.129369,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
13.048082,77.506258,CHEATING
14.809785,74.182223,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES
13.011561,77.613313, CYBER CRIME
15.315148,75.145976,POCSO
13.900772,75.239888,Karnataka State Local Act
13.405988,74.746223,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.258963,77.258963,MISSING PERSON
12.315895,76.645121,THEFT
15.763592,76.40602,Karnataka State Local Act
12.9279,77.4967,KIDNAPPING AND ABDUCTION
15.877032,74.500449, CYBER CRIME
13.386582,74.905148, PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984
15.432386,76.601583,MOTOR VEHICLE ACCIDENTS FATAL
12.962798,77.5603,NEGLIGENT ACT
13.168222,77.369747,MISSING PERSON
12.33443,76.635747,MISSING PERSON
77.60166173,12.96028938,RIOTS
12.446337,75.973832,AFFRAY
14.152597,77.135423,CASES OF HURT
14.592613,72.274316,CASES OF HURT
12.915738,77.671613,CASES OF HURT
16.199091,75.510721,MOTOR VEHICLE ACCIDENTS FATAL
16.567079,74.815792,THEFT
16.750704,75.36163,MISSING PERSON
13.621202,74.756908, CYBER CRIME
12.586758,75.361818,MOTOR VEHICLE ACCIDENTS NON-FATAL
12.99665524,77.54534224,MISSING PERSON
13.062168,77.462354,PUBLIC SAFETY
16.207901,77.349704,CASES OF HURT
16.207534,74.756848,MOTOR VEHICLE ACCIDENTS FATAL
13.073386,76.473312,Karnataka State Local Act
77.5506745177223,12.8952806790666,THEFT
12.940793,77.599493,THEFT
15.394306,75.079396, CYBER CRIME
15.296734,76.1628519,Karnataka State Local Act
13.61745,74.52496,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.867548,74.528323,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.260045,77.554179,ROBBERY
12.781336,76.247664,MOLESTATION
13.633425,74.720824,THEFT
15.259826,75.075676,MISSING PERSON
13.89008,75.70207,MOLESTATION
15.427332,75.651801, REPRESENTATION OF PEOPLE ACT 1951 & 1988
17.699818,76.768119,Karnataka State Local Act
15.754484,75.917663,RIOTS
15.185618,76.632972,MOLESTATION
13.006147,77.592959,MOTOR VEHICLE ACCIDENTS FATAL
13.010106,77.740462,MISSING PERSON
12.9952655466232,77.5356253632511,ROBBERY
12.856194,77.61284,MOTOR VEHICLE ACCIDENTS NON-FATAL
0.13300029,0.775375088,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.298233,74.490022,MOTOR VEHICLE ACCIDENTS FATAL
16.33537,74.965651,MOTOR VEHICLE ACCIDENTS NON-FATAL
15.503153,75.865625,MURDER
12.775505,77.775826,THEFT
16.196053,77.343214,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.71722,74.640695,CASES OF HURT
14.125854,75.487883,MOTOR VEHICLE ACCIDENTS FATAL
17.966657,77.24098,CASES OF HURT
13.861983,74.674547,CASES OF HURT
6.852147,95.324598,MOTOR VEHICLE ACCIDENTS NON-FATAL
14.745225,75.392061,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.73627,76.089268,MOTOR VEHICLE ACCIDENTS NON-FATAL
13.200708,74.995823,MOTOR VEHICLE ACCIDENTS NON-FATAL
